city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,zips
Durant,Durant,MS,Mississippi,28051,Holmes,33.0799,-89.8566,39063
Hopelawn,Hopelawn,NJ,New Jersey,34023,Middlesex,40.5286,-74.2936,08861
Granite Falls,Granite Falls,MN,Minnesota,27023,Chippewa,44.8107,-95.5376,56241
Crooksville,Crooksville,OH,Ohio,39127,Perry,39.769,-82.0956,43731
Arlington,Arlington,MN,Minnesota,27143,Sibley,44.6083,-94.0768,55307
Lake Katrine,Lake Katrine,NY,New York,36111,Ulster,41.9862,-73.9893,12449
Landrum,Landrum,SC,South Carolina,45083,Spartanburg,35.1747,-82.1848,29356
Reed City,Reed City,MI,Michigan,26133,Osceola,43.8725,-85.5068,49677
Pottsboro,Pottsboro,TX,Texas,48181,Grayson,33.7708,-96.6714,75076
Lakeside,Lakeside,MT,Montana,30029,Flathead,48.0181,-114.2274,59922
Good Hope,Good Hope,AL,Alabama,1043,Cullman,34.1102,-86.8662,35057 35055 35077
Belmond,Belmond,IA,Iowa,19197,Wright,42.8464,-93.6084,50421
Polo,Polo,IL,Illinois,17141,Ogle,41.9847,-89.5791,61064
Parsons,Parsons,TN,Tennessee,47039,Decatur,35.6513,-88.1231,38363
Brownsville,Brownsville,PA,Pennsylvania,42051,Fayette,40.0188,-79.8912,15417
Middlebush,Middlebush,NJ,New Jersey,34035,Somerset,40.5015,-74.5349,08873
Brinckerhoff,Brinckerhoff,NY,New York,36027,Dutchess,41.5515,-73.8654,12524
Christopher,Christopher,IL,Illinois,17055,Franklin,37.9707,-89.0531,62865 62822
Paden City,Paden City,WV,West Virginia,54103,Wetzel,39.6034,-80.9351,26159
West Belmar,West Belmar,NJ,New Jersey,34025,Monmouth,40.1707,-74.0376,07719
Beaver Dam Lake,Beaver Dam Lake,NY,New York,36071,Orange,41.4429,-74.1216,12553 12577
Beverly Hills,Beverly Hills,TX,Texas,48309,McLennan,31.5224,-97.1564,76711
Lusby,Lusby,MD,Maryland,24009,Calvert,38.362,-76.4372,20657
Hanapepe,Hanapepe,HI,Hawaii,15007,Kauai,21.9141,-159.5874,96716
Meyers,Meyers,CA,California,6017,El Dorado,38.8344,-120.0189,96150
Indian Hills,Indian Hills,TX,Texas,48215,Hidalgo,26.2124,-97.9165,78570
Pine Air,Pine Air,FL,Florida,12099,Palm Beach,26.6586,-80.1075,33406
Leonard,Leonard,TX,Texas,48147,Fannin,33.3829,-96.2467,75452
Coudersport,Coudersport,PA,Pennsylvania,42105,Potter,41.7758,-78.016,16915
Jean Lafitte,Jean Lafitte,LA,Louisiana,22051,Jefferson,29.7495,-90.1036,70067
Circle D-KC Estates,Circle D-KC Estates,TX,Texas,48021,Bastrop,30.1611,-97.235,78602 78659
Amboy,Amboy,IL,Illinois,17103,Lee,41.7287,-89.3685,61310 61021
North Prairie,North Prairie,WI,Wisconsin,55133,Waukesha,42.9357,-88.4037,53153
Ossun,Ossun,LA,Louisiana,22055,Lafayette,30.2834,-92.107,70520 70583 70507
Thorofare,Thorofare,NJ,New Jersey,34015,Gloucester,39.8515,-75.1988,08086
Roaring Spring,Roaring Spring,PA,Pennsylvania,42013,Blair,40.3348,-78.3958,16673
Cabana Colony,Cabana Colony,FL,Florida,12099,Palm Beach,26.8555,-80.0864,33410 33420
Adamsville,Adamsville,TN,Tennessee,47109,McNairy,35.2564,-88.3862,38310
Day Heights,Day Heights,OH,Ohio,39025,Clermont,39.1755,-84.2275,45150
Lavaca,Lavaca,AR,Arkansas,5131,Sebastian,35.3342,-94.1798,72941
North Middletown,North Middletown,NJ,New Jersey,34025,Monmouth,40.4395,-74.1179,07748
Wellsburg,Wellsburg,WV,West Virginia,54009,Brooke,40.281,-80.6102,26070
Snow Hill,Snow Hill,MD,Maryland,24047,Worcester,38.1729,-75.3903,21863
China Lake Acres,China Lake Acres,CA,California,6029,Kern,35.6387,-117.7668,93555
Matoaca,Matoaca,VA,Virginia,51041,Chesterfield,37.2313,-77.4679,23803
Vista Center,Vista Center,NJ,New Jersey,34029,Ocean,40.1585,-74.3227,08527
Bluewell,Bluewell,WV,West Virginia,54055,Mercer,37.3144,-81.258,24701 24737
Manchester,Manchester,KY,Kentucky,21051,Clay,37.1464,-83.7635,40962
Slippery Rock University,Slippery Rock University,PA,Pennsylvania,42019,Butler,41.0647,-80.0419,16057
Bunker Hill,Bunker Hill,OR,Oregon,41011,Coos,43.3502,-124.2082,97420
Whittingham,Whittingham,NJ,New Jersey,34023,Middlesex,40.3268,-74.4458,08831
Vamo,Vamo,FL,Florida,12115,Sarasota,27.2219,-82.4988,34231 34229
Geneva,Geneva,WA,Washington,53073,Whatcom,48.7446,-122.4043,98229
Belleair Bluffs,Belleair Bluffs,FL,Florida,12103,Pinellas,27.9198,-82.8191,33770
Lake Meade,Lake Meade,PA,Pennsylvania,42001,Adams,39.9835,-77.0422,17316
Henagar,Henagar,AL,Alabama,1049,DeKalb,34.6306,-85.7413,35978
Caryville,Caryville,TN,Tennessee,47013,Campbell,36.3252,-84.2199,37714 37847 37757
Bono,Bono,AR,Arkansas,5031,Craighead,35.9111,-90.8009,72416
Lake Placid,Lake Placid,FL,Florida,12055,Highlands,27.3037,-81.371,33852 33862
Sisseton,Sisseton,SD,South Dakota,46109,Roberts,45.6625,-97.0454,57262
Bellevue,Bellevue,IL,Illinois,17143,Peoria,40.6877,-89.6731,61604
Olmos Park,Olmos Park,TX,Texas,48029,Bexar,29.4749,-98.4866,78212
Horseshoe Bend,Horseshoe Bend,AR,Arkansas,5065,Izard,36.2218,-91.7396,72512
Blaine,Blaine,TN,Tennessee,47057,Grainger,36.1478,-83.6939,37709
Mascot,Mascot,TN,Tennessee,47093,Knox,36.0673,-83.7649,37924 37806
Collins,Collins,MS,Mississippi,28031,Covington,31.6469,-89.5669,39428
Brogden,Brogden,NC,North Carolina,37191,Wayne,35.2961,-78.025,28333
Maggie Valley,Maggie Valley,NC,North Carolina,37087,Haywood,35.5241,-83.0636,28785 28751
Midway,Midway,GA,Georgia,13179,Liberty,31.8003,-81.419,31320
Mayodan,Mayodan,NC,North Carolina,37157,Rockingham,36.421,-79.9675,27027
Tioga Terrace,Tioga Terrace,NY,New York,36107,Tioga,42.0508,-76.1198,13732
Myersville,Myersville,MD,Maryland,24021,Frederick,39.5062,-77.569,21773
Estill,Estill,SC,South Carolina,45049,Hampton,32.7538,-81.2412,29918
Fort Pierre,Fort Pierre,SD,South Dakota,46117,Stanley,44.368,-100.3831,57532
Colonial Pine Hills,Colonial Pine Hills,SD,South Dakota,46103,Pennington,44.0141,-103.3146,57702
New Ellenton,New Ellenton,SC,South Carolina,45003,Aiken,33.4199,-81.6826,29809 29803
Ball Ground,Ball Ground,GA,Georgia,13057,Cherokee,34.3426,-84.3637,30107
Kenilworth,Kenilworth,IL,Illinois,17031,Cook,42.0888,-87.7144,60043
McKinley,McKinley,PA,Pennsylvania,42091,Montgomery,40.0839,-75.1106,19046 19027
Casey,Casey,IL,Illinois,17023,Clark,39.3031,-87.9897,62420
Crystal Lake,Crystal Lake,CT,Connecticut,9013,Tolland,41.9334,-72.3812,06029
Goose Creek Village,Goose Creek Village,VA,Virginia,51107,Loudoun,39.0432,-77.5254,20147 20148
Talty,Talty,TX,Texas,48257,Kaufman,32.6944,-96.4009,75126 75160
Walnut Cove,Walnut Cove,NC,North Carolina,37169,Stokes,36.2938,-80.1408,27052
Belle Plaine,Belle Plaine,IA,Iowa,19011,Benton,41.8954,-92.2751,52208
Bloomfield,Bloomfield,IN,Indiana,18055,Greene,39.0261,-86.9374,47424
Boron,Boron,CA,California,6029,Kern,35.0161,-117.6661,93516 93596
Richland,Richland,MO,Missouri,29169,Pulaski,37.861,-92.3993,65556
Sunray,Sunray,TX,Texas,48341,Moore,36.0184,-101.8245,79086
Aviston,Aviston,IL,Illinois,17027,Clinton,38.6162,-89.6087,62216
Holyoke,Holyoke,CO,Colorado,8095,Phillips,40.582,-102.2975,80734
Dennison,Dennison,OH,Ohio,39157,Tuscarawas,40.3973,-81.3274,44621
Brighton,Brighton,IL,Illinois,17117,Macoupin,39.0406,-90.1408,62012
Elmendorf,Elmendorf,TX,Texas,48029,Bexar,29.258,-98.3218,78112
Oakland City,Oakland City,IN,Indiana,18051,Gibson,38.3378,-87.3493,47660
Chesaning,Chesaning,MI,Michigan,26145,Saginaw,43.1851,-84.12,48616
Lewisville,Lewisville,WA,Washington,53011,Clark,45.8128,-122.5143,98604
Lawson Heights,Lawson Heights,PA,Pennsylvania,42129,Westmoreland,40.2938,-79.3873,15650
La Fermina,La Fermina,PR,Puerto Rico,72069,Humacao,18.1744,-65.8526,00771 00791
Belle Rose,Belle Rose,LA,Louisiana,22007,Assumption,30.0422,-91.0497,70346 70341
Bridgeport,Bridgeport,WA,Washington,53017,Douglas,48.0069,-119.6726,98813
Madelia,Madelia,MN,Minnesota,27165,Watonwan,44.0482,-94.4199,56062
Riverside,Riverside,AL,Alabama,1115,St. Clair,33.6171,-86.2042,35135 35125
Paia,Paia,HI,Hawaii,15009,Maui,20.9062,-156.3677,96779
Horse Cave,Horse Cave,KY,Kentucky,21099,Hart,37.1738,-85.9146,42749
Franklinton,Franklinton,NC,North Carolina,37069,Franklin,36.1012,-78.4551,27525
Lake Kiowa,Lake Kiowa,TX,Texas,48097,Cooke,33.5703,-97.0129,76240
Astatula,Astatula,FL,Florida,12069,Lake,28.7065,-81.7346,34705
Olivia,Olivia,MN,Minnesota,27129,Renville,44.777,-94.9971,56277
Weatherby Lake,Weatherby Lake,MO,Missouri,29165,Platte,39.2366,-94.6958,64152
Oliver,Oliver,PA,Pennsylvania,42051,Fayette,39.9153,-79.7212,15472 15401
Matamoras,Matamoras,PA,Pennsylvania,42103,Pike,41.3666,-74.6997,18336
Brookwood,Brookwood,AL,Alabama,1125,Tuscaloosa,33.2398,-87.3277,35444
Ross,Ross,CA,California,6041,Marin,37.9638,-122.5615,94957
Mayer,Mayer,MN,Minnesota,27019,Carver,44.8868,-93.8904,55360
Kirbyville,Kirbyville,TX,Texas,48241,Jasper,30.6578,-93.9001,75956
Rio Verde,Rio Verde,AZ,Arizona,4013,Maricopa,33.7278,-111.674,85263
Drumright,Drumright,OK,Oklahoma,40037,Creek,35.9905,-96.5977,74030
Berkshire Lakes,Berkshire Lakes,FL,Florida,12021,Collier,26.1602,-81.7274,34104
Zion,Zion,PA,Pennsylvania,42027,Centre,40.9167,-77.6908,16823
Haynesville,Haynesville,LA,Louisiana,22027,Claiborne,32.9667,-93.1376,71038
Dolgeville,Dolgeville,NY,New York,36043,Herkimer,43.1031,-74.7749,13329
Chamberlain,Chamberlain,SD,South Dakota,46015,Brule,43.7956,-99.3263,57325 57326
Arroyo Seco,Arroyo Seco,NM,New Mexico,35055,Taos,36.5215,-105.5861,87529 87514
Fairmont,Fairmont,NC,North Carolina,37155,Robeson,34.4947,-79.1136,28340
Adamstown,Adamstown,PA,Pennsylvania,42071,Lancaster,40.2417,-76.0608,17569 19501
East Berwick,East Berwick,PA,Pennsylvania,42079,Luzerne,41.0657,-76.2208,18603
Fox Lake Hills,Fox Lake Hills,IL,Illinois,17097,Lake,42.4127,-88.127,60046
Laurel Lake,Laurel Lake,NJ,New Jersey,34011,Cumberland,39.3265,-75.0305,08332
Anza,Anza,CA,California,6065,Riverside,33.5678,-116.6966,92539
Bentleyville,Bentleyville,PA,Pennsylvania,42125,Washington,40.1178,-80.0044,15314
Sun Valley,Sun Valley,PA,Pennsylvania,42089,Monroe,40.9801,-75.4688,18330
Leavenworth,Leavenworth,WA,Washington,53007,Chelan,47.5952,-120.6628,98826
Halstead,Halstead,KS,Kansas,20079,Harvey,37.9999,-97.5102,67056
Swepsonville,Swepsonville,NC,North Carolina,37001,Alamance,36.0285,-79.3549,27253 27258
Villa Grove,Villa Grove,IL,Illinois,17041,Douglas,39.8645,-88.16,61956
North Conway,North Conway,NH,New Hampshire,33003,Carroll,44.0415,-71.1224,03860 03847
Owings,Owings,MD,Maryland,24009,Calvert,38.7117,-76.6055,20736
Walkerton,Walkerton,IN,Indiana,18141,St. Joseph,41.4656,-86.4825,46574
Channel Islands Beach,Channel Islands Beach,CA,California,6111,Ventura,34.1625,-119.2241,93035
Blacksburg,Blacksburg,SC,South Carolina,45021,Cherokee,35.122,-81.5182,29702
La Pine,La Pine,OR,Oregon,41017,Deschutes,43.6869,-121.4853,97739
Plumsteadville,Plumsteadville,PA,Pennsylvania,42017,Bucks,40.3863,-75.1428,18902 18947 18949
Excelsior,Excelsior,MN,Minnesota,27053,Hennepin,44.9025,-93.5663,55331
Ninety Six,Ninety Six,SC,South Carolina,45047,Greenwood,34.1696,-82.0239,29666
Galateo,Galateo,PR,Puerto Rico,72135,Toa Alta,18.364,-66.259,00953
Uvalde Estates,Uvalde Estates,TX,Texas,48463,Uvalde,29.1695,-99.8329,78801
Woodsfield,Woodsfield,OH,Ohio,39111,Monroe,39.7631,-81.1169,43793
Wilberforce,Wilberforce,OH,Ohio,39057,Greene,39.7151,-83.8847,45385 45384
Butler,Butler,AL,Alabama,1023,Choctaw,32.0965,-88.2108,36904
Westminster,Westminster,SC,South Carolina,45073,Oconee,34.6656,-83.0911,29693
Neillsville,Neillsville,WI,Wisconsin,55019,Clark,44.5605,-90.5906,54456
Inez,Inez,TX,Texas,48469,Victoria,28.8718,-96.7959,77968
Reidsville,Reidsville,GA,Georgia,13267,Tattnall,32.0871,-82.1244,30453 30499
Leachville,Leachville,AR,Arkansas,5093,Mississippi,35.9039,-90.2625,72438
Bagdad,Bagdad,AZ,Arizona,4025,Yavapai,34.5771,-113.1771,86321
Ciales,Ciales,PR,Puerto Rico,72039,Ciales,18.3357,-66.4723,00638
Windy Hills,Windy Hills,KY,Kentucky,21111,Jefferson,38.2702,-85.6378,40207
Rangely,Rangely,CO,Colorado,8103,Rio Blanco,40.0861,-108.7795,81648
Hudson,Hudson,MI,Michigan,26091,Lenawee,41.8569,-84.3451,49247
Glen Lyon,Glen Lyon,PA,Pennsylvania,42079,Luzerne,41.1806,-76.0785,18617
Gap,Gap,PA,Pennsylvania,42071,Lancaster,39.9888,-76.0212,17527 17535
Granby,Granby,MO,Missouri,29145,Newton,36.918,-94.2607,64844
Canadian,Canadian,TX,Texas,48211,Hemphill,35.9096,-100.3838,79014
San Rafael,San Rafael,NM,New Mexico,35006,Cibola,35.101,-107.8899,87020 87051
Henry,Henry,IL,Illinois,17123,Marshall,41.1172,-89.3569,61537
Perry,Perry,MI,Michigan,26155,Shiawassee,42.8195,-84.232,48872
Waynesboro,Waynesboro,TN,Tennessee,47181,Wayne,35.3235,-87.7593,38485
Riverbend,Riverbend,WA,Washington,53033,King,47.4653,-121.7493,98045
Center,Center,CO,Colorado,8109,Saguache,37.7512,-106.1105,81125
South Taft,South Taft,CA,California,6029,Kern,35.1293,-119.4575,93268
New Eagle,New Eagle,PA,Pennsylvania,42125,Washington,40.2063,-79.9532,15067
Center Point,Center Point,NM,New Mexico,35045,San Juan,36.872,-107.9551,87410
Leonardo,Leonardo,NJ,New Jersey,34025,Monmouth,40.419,-74.0599,07737
North Falmouth,North Falmouth,MA,Massachusetts,25001,Barnstable,41.6394,-70.6251,02556
Sugarcreek,Sugarcreek,OH,Ohio,39157,Tuscarawas,40.5076,-81.6409,44681
Burns Harbor,Burns Harbor,IN,Indiana,18127,Porter,41.6187,-87.1257,46304
Fruitland,Fruitland,NC,North Carolina,37089,Henderson,35.3928,-82.4119,28792
Dalworthington Gardens,Dalworthington Gardens,TX,Texas,48439,Tarrant,32.6937,-97.1567,76016
Croswell,Croswell,MI,Michigan,26151,Sanilac,43.2736,-82.6177,48422
Como,Como,WI,Wisconsin,55127,Walworth,42.6126,-88.4858,53147
Spring City,Spring City,TN,Tennessee,47143,Rhea,35.6881,-84.8622,37381
Lincoln Park,Lincoln Park,NY,New York,36111,Ulster,41.9566,-74.0018,12401
Santa Rosa Valley,Santa Rosa Valley,CA,California,6111,Ventura,34.2459,-118.9018,93012
York,York,AL,Alabama,1119,Sumter,32.4998,-88.2938,36925
Kahuku,Kahuku,HI,Hawaii,15003,Honolulu,21.6793,-157.9473,96731
Glen Rock,Glen Rock,PA,Pennsylvania,42133,York,39.7935,-76.7307,17327
Texanna,Texanna,OK,Oklahoma,40091,McIntosh,35.3572,-95.5047,74426 74432
Fredonia,Fredonia,WI,Wisconsin,55089,Ozaukee,43.4715,-87.949,53004 53021
Ravensworth,Ravensworth,VA,Virginia,51059,Fairfax,38.8033,-77.2222,22151 22160
North Sarasota,North Sarasota,FL,Florida,12115,Sarasota,27.3592,-82.5213,34234
Brownville,Brownville,NJ,New Jersey,34023,Middlesex,40.4014,-74.2959,08857
Park Falls,Park Falls,WI,Wisconsin,55099,Price,45.9348,-90.4464,54552
Corralitos,Corralitos,CA,California,6087,Santa Cruz,36.9941,-121.7892,95076
Mountain City,Mountain City,TN,Tennessee,47091,Johnson,36.4696,-81.8049,37683
Winnie,Winnie,TX,Texas,48071,Chambers,29.8167,-94.3807,77665
Shawneeland,Shawneeland,VA,Virginia,51069,Frederick,39.1968,-78.3465,22602
Helmetta,Helmetta,NJ,New Jersey,34023,Middlesex,40.3777,-74.4238,08828
Middletown,Middletown,IN,Indiana,18065,Henry,40.0595,-85.5423,47356
Kinsey,Kinsey,AL,Alabama,1069,Houston,31.2926,-85.3353,36303 36345
Allyn,Allyn,WA,Washington,53045,Mason,47.3863,-122.8386,98524
Darlington,Darlington,WI,Wisconsin,55065,Lafayette,42.6765,-90.1201,53530
Rockwell City,Rockwell City,IA,Iowa,19025,Calhoun,42.3981,-94.6289,50579
Whitesboro,Whitesboro,NJ,New Jersey,34009,Cape May,39.0419,-74.8677,08242 08210 08252
Greenfield,Greenfield,TN,Tennessee,47183,Weakley,36.16,-88.8036,38230
Nekoosa,Nekoosa,WI,Wisconsin,55141,Wood,44.3134,-89.9073,54457
Beresford,Beresford,SD,South Dakota,46127,Union,43.0797,-96.7803,57004
Bertsch-Oceanview,Bertsch-Oceanview,CA,California,6015,Del Norte,41.7524,-124.1594,95531
East Oakdale,East Oakdale,CA,California,6099,Stanislaus,37.7855,-120.8009,95361
Rockville,Rockville,MN,Minnesota,27145,Stearns,45.4654,-94.3218,56369 56320 56301
Chester,Chester,WV,West Virginia,54029,Hancock,40.6129,-80.5628,26034
Lake Ozark,Lake Ozark,MO,Missouri,29131,Miller,38.2035,-92.6258,65049
Upper Nyack,Upper Nyack,NY,New York,36087,Rockland,41.1143,-73.9058,10960
Italy,Italy,TX,Texas,48139,Ellis,32.1857,-96.8867,76651
Charlevoix,Charlevoix,MI,Michigan,26029,Charlevoix,45.3137,-85.2558,49720
Cross City,Cross City,FL,Florida,12029,Dixie,29.6386,-83.1248,32628
Ingalls,Ingalls,IN,Indiana,18095,Madison,39.9748,-85.8157,46064 46048 46040
Wheeler AFB,Wheeler AFB,HI,Hawaii,15003,Honolulu,21.4756,-158.0352,96786 96854
Thoreau,Thoreau,NM,New Mexico,35031,McKinley,35.4251,-108.2012,87323
Mission Canyon,Mission Canyon,CA,California,6083,Santa Barbara,34.4549,-119.7121,93105
Poland,Poland,OH,Ohio,39099,Mahoning,41.022,-80.6156,44514
Farmington,Farmington,MS,Mississippi,28003,Alcorn,34.9224,-88.4432,38834
Hinton,Hinton,WV,West Virginia,54089,Summers,37.6652,-80.8828,25951
Tahoka,Tahoka,TX,Texas,48305,Lynn,33.164,-101.7949,79373
Sorgho,Sorgho,KY,Kentucky,21059,Daviess,37.7518,-87.219,42301
Prince Frederick,Prince Frederick,MD,Maryland,24009,Calvert,38.544,-76.5879,20678
Newaygo,Newaygo,MI,Michigan,26123,Newaygo,43.4162,-85.8031,49337
La Porte City,La Porte City,IA,Iowa,19013,Black Hawk,42.3137,-92.1913,50651
Koloa,Koloa,HI,Hawaii,15007,Kauai,21.9031,-159.4611,96756
Bay,Bay,AR,Arkansas,5031,Craighead,35.7456,-90.5546,72411
Hermann,Hermann,MO,Missouri,29073,Gasconade,38.6983,-91.4342,65041
Petersburg,Petersburg,IN,Indiana,18125,Pike,38.4919,-87.281,47567
Bellevue,Bellevue,IA,Iowa,19097,Jackson,42.2624,-90.4318,52031
Effort,Effort,PA,Pennsylvania,42089,Monroe,40.9436,-75.439,18330 18353
Thruston,Thruston,KY,Kentucky,21059,Daviess,37.7903,-87.0265,42303
Graceville,Graceville,FL,Florida,12063,Jackson,30.9609,-85.5123,32440
Hedwig Village,Hedwig Village,TX,Texas,48201,Harris,29.7799,-95.5193,77024
Ozona,Ozona,TX,Texas,48105,Crockett,30.7074,-101.206,76943
Dover,Dover,AR,Arkansas,5115,Pope,35.391,-93.1143,72837
Cass City,Cass City,MI,Michigan,26157,Tuscola,43.6007,-83.1767,48726
Bodfish,Bodfish,CA,California,6029,Kern,35.5765,-118.4764,93205
Inverness,Inverness,CO,Colorado,8005,Arapahoe,39.5758,-104.8653,80112
Cienegas Terrace,Cienegas Terrace,TX,Texas,48465,Val Verde,29.3687,-100.9432,78840
Des Allemands,Des Allemands,LA,Louisiana,22089,St. Charles,29.8162,-90.4746,70030
Alamo,Alamo,TN,Tennessee,47033,Crockett,35.783,-89.1168,38001
Leipsic,Leipsic,OH,Ohio,39137,Putnam,41.1096,-83.9674,45856
Heber-Overgaard,Heber-Overgaard,AZ,Arizona,4017,Navajo,34.4141,-110.5696,85933
Wray,Wray,CO,Colorado,8125,Yuma,40.0802,-102.2284,80758
Many,Many,LA,Louisiana,22085,Sabine,31.566,-93.4773,71449
Kensington,Kensington,MD,Maryland,24031,Montgomery,39.0269,-77.0736,20895 20891
Elysburg,Elysburg,PA,Pennsylvania,42097,Northumberland,40.868,-76.5492,17824
Drew,Drew,MS,Mississippi,28133,Sunflower,33.8101,-90.5304,38737
Cabin John,Cabin John,MD,Maryland,24031,Montgomery,38.9742,-77.1632,20818 20817
Lemont,Lemont,PA,Pennsylvania,42027,Centre,40.8121,-77.816,16851 16801
Bay City,Bay City,OR,Oregon,41057,Tillamook,45.5216,-123.8858,97107
Fritch,Fritch,TX,Texas,48233,Hutchinson,35.6431,-101.5964,79036
Tremont,Tremont,IL,Illinois,17179,Tazewell,40.5253,-89.4888,61568
Taylorsville,Taylorsville,NC,North Carolina,37003,Alexander,35.9175,-81.1754,28681
Spruce Pine,Spruce Pine,NC,North Carolina,37121,Mitchell,35.9104,-82.0731,28777
West Hammond,West Hammond,NM,New Mexico,35045,San Juan,36.6807,-108.0433,87413
Eleele,Eleele,HI,Hawaii,15007,Kauai,21.9087,-159.5802,96705
Brewster,Brewster,WA,Washington,53047,Okanogan,48.1015,-119.7762,98812
Palmas del Mar,Palmas del Mar,PR,Puerto Rico,72069,Humacao,18.0922,-65.8005,00791
Los Llanos,Los Llanos,PR,Puerto Rico,72043,Coamo,18.0579,-66.4092,00769
Port Allegany,Port Allegany,PA,Pennsylvania,42083,McKean,41.8148,-78.2769,16743
Kerhonkson,Kerhonkson,NY,New York,36111,Ulster,41.7779,-74.2955,12446
San Ysidro,San Ysidro,NM,New Mexico,35013,Doña Ana,32.3568,-106.8129,88007
Altamont,Altamont,IL,Illinois,17049,Effingham,39.0566,-88.7477,62411
Riverside,Riverside,PA,Pennsylvania,42097,Northumberland,40.9459,-76.6461,17868 17821
Morrisville,Morrisville,VT,Vermont,50015,Lamoille,44.5583,-72.5933,05661
Pegram,Pegram,TN,Tennessee,47021,Cheatham,36.1037,-87.0565,37143
Lake Holiday,Lake Holiday,VA,Virginia,51069,Frederick,39.3092,-78.3245,22625
Gassville,Gassville,AR,Arkansas,5005,Baxter,36.2849,-92.4869,72635
Driggs,Driggs,ID,Idaho,16081,Teton,43.7299,-111.1043,83422
Kimball,Kimball,NE,Nebraska,31105,Kimball,41.2335,-103.6513,69145
Sells,Sells,AZ,Arizona,4019,Pima,31.9202,-111.8775,85634
Lake Summerset,Lake Summerset,IL,Illinois,17201,Winnebago,42.4519,-89.3986,61019
Sour Lake,Sour Lake,TX,Texas,48199,Hardin,30.1378,-94.4046,77659
New Lisbon,New Lisbon,WI,Wisconsin,55057,Juneau,43.8781,-90.1624,53950
Rockville,Rockville,IN,Indiana,18121,Parke,39.7666,-87.2295,47872
Whitesburg,Whitesburg,KY,Kentucky,21133,Letcher,37.1183,-82.823,41858
Eddystone,Eddystone,PA,Pennsylvania,42045,Delaware,39.8566,-75.3342,19022
Rouses Point,Rouses Point,NY,New York,36019,Clinton,44.9933,-73.3633,12979
Oakboro,Oakboro,NC,North Carolina,37167,Stanly,35.2283,-80.3339,28129
Pine Beach,Pine Beach,NJ,New Jersey,34029,Ocean,39.9359,-74.17,08741
Pine Crest,Pine Crest,TN,Tennessee,47019,Carter,36.2965,-82.3106,37601
Sierra Ridge,Sierra Ridge,CO,Colorado,8035,Douglas,39.5286,-104.8172,80134
Bridgeport,Bridgeport,AL,Alabama,1071,Jackson,34.9496,-85.7243,35740
Cudjoe Key,Cudjoe Key,FL,Florida,12087,Monroe,24.6745,-81.4986,33042
Colorado City,Colorado City,CO,Colorado,8101,Pueblo,37.9381,-104.8451,81019 81069
Staples,Staples,MN,Minnesota,27159,Wadena,46.369,-94.8019,56479
Masury,Masury,OH,Ohio,39155,Trumbull,41.2083,-80.5378,44425 44438
San José,San Jose,PR,Puerto Rico,72137,Toa Baja,18.4029,-66.2492,00949
Stagecoach,Stagecoach,NV,Nevada,32019,Lyon,39.3656,-119.3832,89429
West Wareham,West Wareham,MA,Massachusetts,25023,Plymouth,41.79,-70.755,02571 02576
Jackson,Jackson,KY,Kentucky,21025,Breathitt,37.5589,-83.3783,41339
Rolling Fork,Rolling Fork,MS,Mississippi,28125,Sharkey,32.9073,-90.8769,39159
Kouts,Kouts,IN,Indiana,18127,Porter,41.3172,-87.0266,46347
Gambier,Gambier,OH,Ohio,39083,Knox,40.3764,-82.3949,43022
Tullytown,Tullytown,PA,Pennsylvania,42017,Bucks,40.1401,-74.8107,19054 19055 19007
Belvedere,Belvedere,CA,California,6041,Marin,37.8735,-122.4662,94920
South Pottstown,South Pottstown,PA,Pennsylvania,42029,Chester,40.2367,-75.6599,19465
Commerce,Commerce,OK,Oklahoma,40115,Ottawa,36.9349,-94.8615,74339 74354
Stephens City,Stephens City,VA,Virginia,51069,Frederick,39.0902,-78.223,22655
Georgetown,Georgetown,PA,Pennsylvania,42079,Luzerne,41.2271,-75.8722,18702
Macopin,Macopin,NJ,New Jersey,34031,Passaic,41.0336,-74.3828,07480
Greensburg,Greensburg,KY,Kentucky,21087,Green,37.2599,-85.4962,42743
Kerens,Kerens,TX,Texas,48349,Navarro,32.1308,-96.2252,75144
Isle of Hope,Isle of Hope,GA,Georgia,13051,Chatham,31.9848,-81.0532,31406
Lakeview,Lakeview,CA,California,6065,Riverside,33.8285,-117.1233,92567
Rineyville,Rineyville,KY,Kentucky,21093,Hardin,37.7501,-85.9703,40162
Monrovia,Monrovia,MD,Maryland,24021,Frederick,39.357,-77.2747,21770
Turner,Turner,OR,Oregon,41047,Marion,44.8489,-122.9518,97392
Mayflower,Mayflower,AR,Arkansas,5045,Faulkner,34.9688,-92.4224,72106
Chetek,Chetek,WI,Wisconsin,55005,Barron,45.316,-91.6532,54728
Kentwood,Kentwood,LA,Louisiana,22105,Tangipahoa,30.9339,-90.5153,70444
Marcus Hook,Marcus Hook,PA,Pennsylvania,42045,Delaware,39.8131,-75.4165,19061
Kalkaska,Kalkaska,MI,Michigan,26079,Kalkaska,44.7318,-85.1834,49646
Magnolia,Magnolia,TX,Texas,48339,Montgomery,30.2115,-95.742,77354 77355 77353
Athens,Athens,IL,Illinois,17129,Menard,39.9618,-89.7217,62613
Gibbsboro,Gibbsboro,NJ,New Jersey,34007,Camden,39.8333,-74.9657,08026
